,Xc1,Yc1,Xc2,Yc2,Xc3,Yc3,Xc4,Yc4,Xc5,Yc5,Xc6,Yc6,Xc7,Yc7,Xc8,Yc8,Xc9,Yc9,Xc10,Yc10,Xc11,Yc11,Xc12,Yc12,Xc13,Yc13,Xc14,Yc14,Xc15,Yc15,Xc16,Yc16,label
27122,0,0,4,5,4,1,0,0,3,6,2,2,3,1,0,0,0,0,3,3,3,2,5,1,0,0,0,4,0,3,0,1,1
27123,0,0,0,0,0,0,6,2,0,0,4,3,1,2,0,1,6,5,1,3,2,1,0,0,0,5,0,2,0,0,0,0,5
27124,0,0,6,4,6,0,0,0,0,0,2,2,3,1,0,0,0,0,3,3,2,2,0,0,0,0,0,0,1,4,0,0,9
27125,0,0,5,4,5,0,0,0,0,0,1,4,2,0,0,0,0,0,3,5,3,0,0,0,0,0,1,5,1,0,0,0,7
27126,0,0,0,0,5,3,0,0,0,0,5,5,3,1,0,0,0,0,3,4,0,0,0,0,0,0,0,4,1,0,0,0,1
27127,0,0,0,0,5,5,4,0,0,0,5,5,2,2,0,0,0,0,3,3,0,0,0,0,1,6,0,0,0,0,0,0,1
27128,0,0,6,6,5,3,5,0,0,0,2,4,2,3,2,0,4,4,1,4,2,2,0,0,1,5,1,2,0,1,0,0,3
27129,0,0,6,5,6,0,0,0,4,6,2,1,3,2,0,0,0,6,1,2,2,2,0,0,0,0,0,0,1,3,0,0,9
27130,0,0,5,4,5,3,4,0,4,5,2,2,3,2,6,0,4,4,0,0,2,5,3,0,0,5,1,2,1,3,0,0,5
27131,0,0,5,2,0,0,0,0,6,6,3,3,4,3,4,0,2,5,1,2,1,4,3,0,0,0,0,0,0,5,1,0,4
27132,0,0,6,6,5,1,0,0,0,0,2,4,2,1,0,0,2,6,2,2,3,3,2,1,0,0,0,0,0,0,0,0,2
27133,0,0,0,0,5,3,0,0,0,0,5,6,2,1,0,0,0,0,3,4,0,0,0,0,0,0,1,2,0,0,0,0,1
27134,0,0,0,0,6,4,0,0,0,0,4,4,2,3,0,0,0,0,1,4,2,1,0,0,0,0,2,5,0,0,0,0,4
27135,0,0,0,0,5,3,5,0,6,4,0,0,1,3,3,0,2,4,4,2,3,2,0,0,0,0,0,3,0,0,0,0,2
27136,0,0,4,5,5,1,0,0,0,0,2,3,2,3,5,0,0,0,3,1,3,4,1,0,0,0,0,4,0,1,0,0,0
27137,0,0,6,6,5,3,5,0,6,6,3,3,0,1,2,1,3,5,0,0,4,3,1,0,1,5,1,2,0,0,0,0,0
27138,0,0,5,5,5,2,0,0,0,0,2,2,2,3,5,1,2,6,3,1,4,4,1,1,0,0,0,4,0,1,0,0,0
27139,0,0,5,5,4,1,0,0,0,0,2,3,4,3,0,0,0,0,3,2,2,3,2,0,0,0,0,4,0,0,0,0,6
27140,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,0,0,0,5,5,1,1,0,0,0,0,2,2,0,0,0,0,9
27141,0,0,0,0,0,0,0,0,5,6,3,2,2,3,4,0,0,6,2,2,3,2,0,0,0,0,2,4,0,0,0,0,7
27142,0,0,0,0,0,0,0,0,0,0,3,3,3,2,4,1,0,0,1,3,2,2,0,1,0,0,2,5,1,0,0,0,9
27143,0,0,5,5,5,2,5,0,0,0,3,3,1,2,0,0,5,5,2,2,2,3,0,0,0,5,0,3,0,1,0,0,5
27144,0,0,0,0,6,3,0,0,0,0,3,4,2,3,2,0,0,0,2,4,1,1,0,0,0,0,1,3,0,0,0,0,9
27145,0,0,0,0,5,1,0,0,0,0,6,6,2,0,0,0,0,0,3,5,2,0,0,0,0,0,1,5,1,0,0,0,1
27146,0,0,0,0,5,3,5,1,0,0,3,3,0,2,0,2,0,0,3,4,4,0,0,0,0,0,1,3,1,1,0,0,5
27147,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,2,4,3,1,0,0,0,0,2,6,2,0,0,0,7
27148,0,0,6,5,5,5,5,0,0,0,3,3,3,3,6,0,1,6,1,2,2,2,0,0,0,0,0,6,1,0,0,0,4
27149,0,0,0,0,5,4,0,0,0,0,6,6,2,2,0,0,0,0,3,4,0,0,0,0,0,0,1,1,0,0,0,0,1
27150,0,0,5,2,5,4,0,0,0,0,2,2,2,3,0,0,0,0,2,3,2,2,0,0,0,0,0,5,1,0,0,0,4
27151,0,0,5,4,5,1,0,0,5,5,2,2,1,4,4,0,2,5,3,1,4,3,2,1,0,0,0,3,0,2,0,0,0
27152,5,6,5,3,5,2,6,0,1,5,1,2,1,4,3,0,3,5,2,3,3,3,2,0,0,5,0,3,0,1,0,0,2
27153,0,0,5,5,5,2,0,0,0,0,3,4,3,2,0,0,0,0,2,4,2,1,0,0,0,0,1,4,1,0,0,0,8
27154,0,0,0,0,5,5,5,0,0,0,3,4,2,2,0,0,0,0,2,4,3,0,0,0,0,0,1,4,1,0,0,0,8
27155,0,0,5,6,5,1,0,0,0,0,5,4,2,2,0,0,0,0,0,5,2,1,0,0,2,5,2,3,0,0,0,0,3
27156,0,0,6,5,6,2,6,0,5,5,2,2,2,4,2,0,1,5,2,2,2,1,0,0,0,0,2,5,1,0,0,0,9
27157,0,0,5,4,5,1,0,0,1,5,0,1,2,2,0,0,0,0,4,3,3,2,6,0,0,0,0,2,0,5,0,0,2
27158,0,0,5,4,5,1,0,0,0,0,3,4,3,3,0,0,0,0,0,3,2,2,0,0,0,0,1,3,1,1,0,0,3
27159,0,0,4,4,5,0,0,0,0,0,3,5,2,1,0,0,0,0,4,2,2,2,0,0,0,0,1,4,0,0,0,0,3
27160,0,0,0,0,5,4,3,0,0,0,4,5,1,1,0,0,0,0,3,3,2,1,0,0,0,0,0,3,0,0,0,0,6
27161,0,0,0,0,6,5,6,0,0,0,4,3,2,3,0,0,0,0,2,4,2,1,0,0,0,0,2,4,0,0,0,0,9
27162,4,6,4,3,5,1,0,0,0,0,0,4,3,2,0,0,0,0,3,4,3,2,5,1,0,0,0,4,0,2,0,0,2
27163,0,0,0,0,6,2,6,2,0,0,4,4,2,2,0,1,3,6,4,2,3,2,0,0,0,0,0,3,0,0,0,0,5
27164,0,0,5,3,5,0,0,0,4,6,2,0,2,3,5,0,1,6,3,0,6,6,2,0,0,0,1,3,1,2,0,0,0
27165,0,0,0,0,0,0,0,0,0,0,4,5,2,2,1,1,4,6,3,2,3,1,0,0,0,6,0,3,0,0,0,0,5
27166,0,0,0,0,4,2,0,0,0,0,4,5,3,1,6,0,0,0,3,2,3,4,2,0,0,0,0,4,0,1,0,0,6
27167,0,0,5,0,6,2,0,0,4,6,3,1,3,2,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,3,0,0,4
27168,0,0,5,3,5,0,0,0,0,0,3,5,2,1,0,0,0,0,3,4,3,2,4,0,0,0,0,4,0,1,0,0,2
27169,0,0,5,5,4,1,0,0,0,0,3,4,4,1,0,0,0,0,2,3,3,3,2,0,0,0,0,5,0,2,0,0,6
27170,0,0,4,5,5,0,0,0,0,0,2,5,3,0,0,0,0,0,3,5,1,0,0,0,0,0,0,4,0,0,0,0,1
27171,0,0,0,0,4,3,5,0,0,0,4,4,2,3,2,0,4,5,2,1,3,3,0,0,0,5,0,2,0,0,0,0,0
27172,0,0,5,2,5,2,0,0,0,0,2,2,3,2,0,0,0,0,1,3,2,2,0,0,0,0,0,0,1,3,0,0,4
27173,0,0,3,5,5,1,0,0,0,0,0,0,3,2,0,0,0,0,4,3,2,1,6,0,0,0,0,1,0,5,0,0,2
27174,0,0,0,0,5,5,4,0,4,6,5,5,2,2,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1
27175,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,2,0,0,2,3,4,0,0,0,0,0,3,4,1,0,0,0,5
27176,0,0,6,5,5,2,6,0,0,0,2,3,2,3,0,0,0,0,2,4,3,0,0,0,0,0,1,4,1,0,0,0,8
27177,0,0,4,4,4,2,0,0,0,0,1,3,3,3,0,0,5,5,3,3,3,1,0,0,0,5,0,0,0,2,0,0,2
27178,0,0,6,6,5,2,0,0,0,0,3,4,2,3,0,0,0,0,2,3,2,1,0,0,0,0,1,2,1,1,0,0,8
27179,0,0,6,6,6,1,0,0,0,0,4,3,1,2,1,1,5,6,3,3,3,1,0,0,0,0,0,3,0,0,0,0,5
27180,0,0,0,0,5,3,6,0,0,0,4,5,2,3,2,0,0,0,2,3,3,2,0,0,0,0,1,3,0,0,0,0,0
27181,0,0,5,4,5,1,0,0,2,5,0,1,2,1,0,0,0,0,4,5,3,1,6,1,0,0,0,4,0,4,0,1,2
27182,0,0,5,5,3,1,0,0,0,0,3,3,3,2,0,0,0,0,3,2,3,3,2,0,0,0,0,4,0,2,0,0,6
27183,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,0,0,0,2,3,2,1,0,0,0,0,2,3,0,0,0,0,7
27184,0,0,5,4,5,2,0,0,5,6,3,3,1,3,4,0,1,6,2,2,4,3,2,0,0,0,1,3,1,2,0,0,0
27185,0,0,5,2,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,1,4,2,0,1
27186,0,0,0,0,5,4,5,1,5,6,4,2,0,2,0,0,0,6,1,3,3,1,0,0,0,6,0,2,0,1,0,0,5
27187,0,0,5,3,5,2,0,0,0,0,2,3,3,3,1,0,5,5,1,2,2,3,3,0,0,5,1,3,0,2,0,0,3
27188,0,0,0,0,6,6,5,0,6,6,3,1,3,4,0,0,1,6,2,2,2,2,0,0,0,0,1,5,0,0,0,0,4
27189,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,0,0,0,4,5,2,1,0,0,0,0,2,3,0,0,0,0,7
27190,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,1,3,2,2,0,0,0,0,2,5,1,0,0,0,9
27191,6,6,6,0,5,2,0,0,2,6,3,0,3,2,0,0,0,0,1,3,2,2,0,0,0,0,0,0,1,2,0,0,4
27192,0,0,0,0,5,4,5,0,0,0,4,3,0,2,0,0,5,6,0,3,2,0,0,0,0,6,1,3,1,0,0,0,5
27193,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,0,0,5,5,2,1,0,0,0,0,2,3,0,0,0,0,7
27194,0,0,0,0,0,0,0,0,5,5,4,2,4,2,5,0,1,5,2,0,5,5,1,1,0,0,0,0,1,3,0,0,7
27195,0,0,0,0,5,4,4,0,0,0,5,5,2,2,0,0,6,6,3,3,0,0,0,0,1,6,0,1,0,0,0,0,1
27196,0,0,5,4,5,0,0,0,0,0,2,4,3,1,0,0,0,0,3,4,2,2,0,0,0,0,0,4,0,1,0,0,3
27197,0,0,5,5,5,0,0,0,0,0,0,5,2,3,0,0,0,0,3,4,2,1,0,0,0,0,1,3,0,0,0,0,7
27198,0,0,6,5,6,5,5,0,0,0,2,2,3,4,0,0,0,0,1,3,2,1,0,0,0,0,1,5,1,0,0,0,4
27199,0,0,5,5,5,1,0,0,6,6,2,2,1,3,3,0,3,5,3,0,5,5,2,0,0,5,1,2,1,2,0,0,0
27200,0,0,4,3,5,1,0,0,5,5,2,1,1,4,4,0,1,5,3,1,5,4,2,0,0,0,0,4,0,2,0,0,0
27201,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,2,3,1,2,0,2,0,0,0,0,0,0,0,0,2
27202,0,0,0,0,4,2,0,0,0,0,4,5,2,0,0,0,0,0,3,3,3,2,0,0,0,0,0,4,0,0,0,0,6
27203,0,0,5,5,5,1,0,0,0,0,3,2,3,2,0,0,0,0,0,5,2,1,0,0,0,0,1,6,1,1,0,0,9
27204,0,0,4,4,5,0,0,0,0,0,2,2,2,3,5,0,1,6,3,1,5,4,2,0,0,0,0,4,0,1,0,0,0
27205,0,0,0,0,0,0,0,0,3,5,2,2,2,2,0,0,0,0,5,6,2,1,0,0,0,0,3,4,0,0,0,0,7
27206,0,0,5,5,4,1,0,0,0,0,3,4,5,2,0,0,0,0,2,3,3,4,2,0,0,0,0,5,0,2,0,0,6
27207,0,0,0,0,5,5,5,0,0,0,5,5,2,2,0,0,0,0,3,3,0,0,0,0,1,5,1,0,0,0,0,0,1
27208,0,0,6,5,5,3,5,0,5,5,2,2,0,3,3,1,2,5,3,1,5,4,2,1,0,6,0,3,0,2,0,0,0
27209,0,0,0,0,4,4,3,0,0,0,5,4,3,1,0,0,0,0,2,4,2,1,0,0,0,0,0,4,0,0,0,0,6
27210,0,0,5,5,5,2,5,0,5,5,2,2,0,3,2,0,2,5,3,0,4,4,1,0,0,6,1,3,0,1,0,0,0
27211,0,0,5,4,5,0,0,0,0,0,2,2,2,3,0,0,0,0,5,2,3,5,3,0,0,0,0,4,0,2,0,0,9
27212,0,0,6,6,5,3,5,0,0,0,2,5,3,2,0,0,0,0,3,3,2,0,0,0,0,6,0,2,0,0,0,0,8
27213,0,0,0,0,0,0,0,0,0,0,2,4,3,3,5,0,0,0,2,3,2,1,0,0,0,0,2,5,0,0,0,0,9
27214,0,0,5,5,5,2,5,1,0,0,2,3,3,3,2,1,6,6,3,3,1,1,0,0,0,6,1,3,1,0,0,0,8
27215,0,0,0,0,5,1,0,0,0,0,4,6,2,0,0,0,0,0,3,5,2,0,0,0,0,0,0,6,1,0,0,0,1
27216,0,0,6,1,0,0,0,0,0,0,2,3,4,2,0,0,0,0,5,6,2,1,0,0,0,0,2,5,1,0,0,0,7
27217,0,0,5,4,5,1,0,0,0,0,3,3,2,3,6,0,0,0,2,4,2,3,0,0,1,6,1,2,0,1,0,0,9
27218,0,0,6,6,5,2,0,0,0,0,4,5,2,1,0,0,0,0,3,5,1,0,0,0,0,0,1,4,0,0,0,0,1
27219,0,0,0,0,5,3,5,0,0,0,4,5,2,2,1,0,0,0,2,3,3,0,0,0,0,0,1,3,1,1,0,0,8
27220,0,0,4,3,5,0,0,0,0,0,0,1,2,2,0,0,0,0,3,3,2,2,2,1,0,0,0,2,0,0,0,0,2
27221,0,0,5,5,5,2,5,0,6,6,3,3,1,3,3,0,3,5,3,2,3,3,1,0,0,5,0,3,0,1,0,0,0
27222,6,6,5,3,5,0,0,0,0,6,2,3,2,2,0,0,0,0,3,3,2,2,0,0,0,0,0,4,1,3,1,0,8
27223,0,0,0,0,5,3,0,0,0,0,5,4,3,2,0,0,0,0,1,4,2,0,0,0,0,0,1,5,1,0,0,0,1
27224,0,0,5,3,5,0,0,0,0,0,2,4,2,0,0,0,0,0,1,5,3,2,0,0,0,0,1,5,0,1,0,0,3
27225,0,0,0,0,6,3,6,0,0,0,3,4,3,2,0,0,0,0,2,5,2,1,0,0,0,0,2,4,0,0,0,0,9
27226,0,0,0,0,0,0,5,1,5,5,4,2,4,4,0,0,0,5,2,3,1,1,0,0,0,0,1,2,0,0,0,0,4
27227,0,0,5,5,5,3,5,0,0,0,2,4,3,3,2,0,4,4,3,2,2,3,5,0,0,4,0,0,0,5,1,0,2
27228,0,0,5,1,6,0,0,0,0,0,2,4,2,1,0,0,0,0,4,3,2,2,0,0,0,6,0,3,0,1,0,0,3
27229,0,0,5,3,6,0,0,0,0,0,1,5,3,0,0,0,0,0,2,2,2,2,5,1,0,0,0,0,0,0,0,3,2
27230,0,0,5,4,5,2,0,0,0,0,3,3,5,1,0,0,0,0,0,3,1,3,4,0,0,0,1,3,0,2,0,0,5
27231,0,0,5,4,5,1,0,0,3,5,2,1,2,4,2,0,0,6,2,3,2,2,0,0,0,0,1,3,1,1,0,0,8
27232,0,0,0,0,6,1,0,0,0,0,3,5,2,2,0,0,0,0,1,5,2,0,0,0,0,0,2,5,1,0,0,0,9
27233,0,0,5,3,5,0,0,0,0,0,2,4,3,1,0,0,0,0,3,4,2,3,5,0,0,0,1,4,1,3,0,0,8
27234,0,0,5,4,5,3,5,0,5,6,2,2,0,3,3,1,2,5,3,1,3,3,1,0,0,6,0,3,0,1,0,0,0
27235,0,0,5,5,5,3,5,0,0,0,2,3,2,2,0,0,0,0,2,3,3,1,0,0,0,0,1,3,1,1,0,0,8
27236,0,0,0,0,0,0,0,0,1,5,2,2,3,3,4,0,0,0,5,6,3,3,0,0,0,0,2,4,0,0,0,0,7
27237,0,0,6,6,5,0,0,0,0,0,4,5,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,1
27238,0,0,0,0,3,3,0,0,0,0,0,0,2,3,0,0,3,6,3,3,3,1,0,0,0,0,0,0,0,0,0,0,2
27239,0,0,0,0,0,0,0,0,2,5,1,3,2,2,0,0,0,0,4,5,2,1,0,0,0,0,2,5,0,0,0,0,7
27240,0,0,5,3,5,1,0,0,0,0,0,0,2,4,0,0,5,6,4,3,3,2,3,1,0,6,0,2,0,0,0,0,2
27241,0,0,0,0,0,0,0,0,2,6,1,3,2,3,1,0,0,0,5,5,2,1,0,0,0,0,2,3,0,0,0,0,7
27242,0,0,0,0,5,2,0,0,0,0,5,6,2,1,0,0,0,0,3,5,2,0,0,0,0,0,0,5,1,0,0,0,1
27243,0,0,6,4,6,2,0,0,0,0,2,3,2,2,0,0,0,0,5,5,2,0,0,0,0,0,2,5,1,0,0,0,7
27244,4,6,5,1,6,2,0,0,0,0,2,3,2,2,5,0,0,0,5,1,2,5,3,0,0,0,0,4,1,3,0,0,5
27245,0,0,5,5,4,3,5,0,0,0,3,4,2,3,0,0,4,5,3,3,3,2,2,0,0,5,0,2,0,0,0,0,2
27246,0,0,5,5,5,2,5,0,0,0,2,4,2,2,1,0,4,5,3,2,2,2,0,0,0,6,0,3,0,1,0,0,3
27247,0,0,6,6,5,3,5,0,0,0,3,4,2,2,0,0,6,6,0,3,2,2,0,0,1,6,1,2,0,0,0,0,5
27248,0,0,0,0,6,4,6,1,0,0,3,3,0,2,0,2,0,0,2,3,3,1,0,0,0,0,0,4,0,1,0,0,5
27249,0,0,6,2,6,1,0,0,0,0,3,2,3,1,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,1,0,0,4
27250,0,0,0,0,0,0,0,0,0,0,4,3,2,3,3,0,2,4,0,0,4,5,1,0,0,4,1,2,0,1,0,0,0
27251,0,0,5,5,5,2,5,0,0,0,2,3,0,3,3,0,1,6,3,0,4,4,1,0,0,0,1,3,0,1,0,0,0
27252,0,0,0,0,5,5,4,0,0,0,6,6,2,2,0,0,0,0,3,4,1,0,0,0,0,0,0,2,0,0,0,0,1
27253,0,0,6,6,6,2,0,0,0,0,1,4,2,2,0,0,0,0,4,5,1,0,0,0,0,0,1,3,0,0,0,0,7
27254,0,0,5,5,5,2,0,0,0,0,2,4,3,2,0,0,5,5,3,4,3,2,0,0,0,5,0,2,0,0,0,0,3
27255,0,0,0,0,6,3,6,0,0,0,3,4,2,3,1,0,0,0,5,5,2,1,0,0,0,0,1,2,0,0,0,0,7
27256,0,0,6,2,5,5,5,0,6,6,3,1,3,4,0,0,0,6,1,3,2,2,0,0,0,0,0,0,1,3,0,0,4
27257,5,6,4,2,5,1,0,0,0,6,0,1,2,3,0,0,5,6,3,2,2,2,4,0,0,6,0,3,0,0,0,0,2
27258,0,0,0,0,4,4,4,0,0,0,4,4,3,2,0,0,0,0,2,2,2,3,1,0,0,0,0,3,0,1,0,0,6
27259,0,0,5,5,5,2,0,0,0,0,1,3,3,2,0,0,0,0,3,4,3,2,0,0,0,0,1,3,0,1,0,0,2
27260,0,0,0,0,5,3,0,0,0,0,3,4,2,3,0,0,0,0,2,3,2,2,0,0,0,0,1,3,0,0,0,0,8
27261,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,0,0,1,4,2,1,0,0,0,0,2,5,0,0,0,0,9
27262,0,0,6,6,5,2,6,0,5,6,3,3,2,3,1,0,1,5,2,2,2,2,0,0,0,0,1,6,1,1,0,0,9
27263,0,0,6,1,6,5,6,0,5,5,3,2,3,4,1,0,0,5,0,1,2,3,0,0,0,0,0,0,2,2,0,0,4
27264,0,0,0,0,5,4,5,0,0,0,3,5,2,3,0,0,0,0,3,3,2,1,0,0,0,0,1,2,0,0,0,0,8
27265,0,0,6,5,6,1,0,0,0,0,2,4,2,1,0,0,0,0,0,5,4,0,0,0,0,0,2,4,0,0,0,0,3
27266,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,3,2,2,0,0,0,0,0,0,2,2,0,0,9
27267,0,0,4,3,4,1,0,0,0,0,0,1,3,3,0,0,0,0,3,3,2,2,4,0,0,0,0,3,0,0,0,2,2
27268,0,0,0,0,0,0,0,0,0,0,4,4,2,2,1,1,4,6,3,3,3,0,0,0,0,6,0,2,0,0,0,0,5
27269,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,1,3,2,2,0,0,0,0,0,0,2,1,0,0,9
27270,0,0,6,6,5,4,5,0,0,0,3,3,1,2,0,0,0,0,2,4,3,2,0,0,0,0,0,3,0,1,0,0,5
27271,0,0,0,0,0,0,0,0,2,3,2,2,2,3,4,0,0,0,0,0,3,4,0,0,0,0,4,6,2,1,0,0,7
27272,0,0,6,6,5,1,0,0,0,0,3,5,2,0,0,0,0,0,3,5,2,0,0,0,0,0,0,5,0,0,0,0,1
27273,0,0,5,5,5,3,5,0,6,6,3,3,1,2,0,0,1,6,0,2,3,2,0,0,0,6,1,2,1,1,0,0,5
27274,0,0,0,0,5,3,6,0,4,6,4,5,2,2,0,0,0,0,3,4,1,0,0,0,0,0,1,3,0,0,0,0,1
27275,0,0,5,5,5,2,0,0,0,0,2,3,3,3,3,0,6,6,3,3,2,2,0,0,0,6,1,2,0,1,0,0,8
27276,0,0,6,5,5,3,0,0,0,0,3,4,2,2,1,0,6,6,2,3,2,1,0,0,0,6,1,2,0,0,0,0,8
27277,0,0,5,6,4,2,0,0,0,0,3,4,4,3,6,0,0,0,3,3,2,2,0,0,0,0,0,4,0,0,0,0,6
27278,0,0,5,5,5,2,0,0,0,0,3,3,3,3,5,0,0,0,2,3,2,3,0,0,0,0,1,3,0,1,0,0,8
27279,0,0,0,0,0,0,0,0,3,6,4,3,2,2,0,0,0,0,1,4,2,1,0,0,0,0,0,0,2,1,0,0,9
27280,0,0,5,4,5,2,0,0,5,6,4,3,2,2,0,0,0,6,0,1,3,3,0,0,1,5,1,2,0,1,0,0,3
27281,0,0,0,0,5,1,0,0,0,0,4,5,2,1,0,0,0,0,3,5,1,0,0,0,0,0,1,4,0,0,0,0,1
27282,0,0,4,5,2,0,0,0,0,0,2,3,0,0,0,0,0,0,3,3,3,2,3,1,0,0,0,5,0,2,0,0,6
27283,0,0,0,0,4,3,0,0,0,0,3,4,1,0,0,0,0,0,3,3,2,2,0,0,0,0,0,4,0,1,0,0,6
27284,0,0,5,5,5,1,0,0,0,0,2,4,2,2,0,0,0,0,3,5,2,1,0,0,0,0,1,5,1,0,0,0,8
27285,0,0,6,6,6,2,0,0,0,0,3,3,2,2,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,2,0,0,9
27286,0,0,0,0,0,0,0,0,1,5,1,2,2,3,3,0,0,0,5,4,2,2,0,0,3,5,1,2,0,0,0,0,7
27287,0,0,0,0,5,5,5,0,0,0,3,4,2,3,0,0,0,0,1,4,2,1,0,0,0,0,1,5,0,0,0,0,4
27288,0,0,6,4,6,3,0,0,0,0,3,4,3,3,0,0,0,0,1,4,2,1,0,0,0,0,2,6,1,1,0,0,4
27289,0,0,5,5,5,2,6,0,5,5,2,2,1,3,3,0,3,5,2,0,4,4,1,0,0,5,1,3,0,1,0,0,0
27290,0,0,6,1,5,5,5,0,4,5,2,1,3,4,4,0,0,5,1,3,2,2,0,0,0,0,1,5,1,0,0,0,4
27291,0,0,5,5,4,2,5,0,0,0,4,5,3,3,0,0,4,4,0,3,3,3,0,0,0,5,1,3,0,1,0,0,3
27292,0,0,0,0,0,0,0,0,0,0,3,4,3,2,2,0,0,0,0,1,2,2,0,0,0,0,3,5,1,0,0,0,7
27293,0,0,6,5,6,2,0,0,5,6,2,2,2,4,3,0,1,6,2,2,2,2,0,0,0,0,2,5,1,0,0,0,9
27294,0,0,6,6,5,1,0,0,0,0,2,4,2,3,2,0,4,5,3,3,2,3,3,1,0,5,0,1,0,0,0,0,2
27295,0,0,0,0,0,0,0,0,5,5,2,2,2,3,5,0,1,5,2,2,2,3,0,0,0,0,0,0,1,5,3,0,9
27296,0,0,0,0,5,4,0,0,0,0,3,3,3,2,0,0,0,0,2,5,2,0,0,0,0,0,1,5,0,0,0,0,4
27297,0,0,6,5,6,4,0,0,0,0,3,4,4,3,4,0,0,0,1,3,2,1,0,0,0,0,2,5,0,0,0,0,4
27298,0,0,0,0,0,0,6,0,0,0,4,4,4,3,0,0,0,0,2,4,1,1,0,0,0,0,1,2,0,0,0,0,4
27299,0,0,5,5,5,2,0,0,0,0,2,3,2,2,0,0,0,0,3,4,3,2,0,0,0,0,1,3,0,1,0,0,8
27300,0,0,5,4,0,0,0,0,0,0,2,5,4,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,1,1,0,0,1
27301,0,0,6,4,6,0,0,0,0,0,2,3,3,1,0,0,0,0,0,2,2,4,3,0,0,0,1,5,1,2,0,0,5
27302,0,0,5,4,5,3,5,0,4,5,3,2,1,2,0,0,0,5,0,3,2,3,4,0,0,0,1,3,1,2,0,0,5
27303,0,0,0,0,0,0,0,0,1,4,1,2,3,2,0,0,0,0,0,0,2,3,0,0,0,0,4,6,2,0,0,0,7
27304,0,0,6,5,5,2,0,0,0,0,2,3,2,2,0,0,0,0,2,4,3,1,0,0,0,0,1,3,1,1,0,0,8
27305,0,0,6,1,4,2,0,0,0,0,3,2,2,2,0,0,4,6,2,2,2,2,2,0,0,0,0,0,0,4,0,0,4
27306,0,0,0,0,0,0,0,0,0,0,4,3,1,2,0,1,4,5,2,3,3,1,0,0,0,6,0,3,0,0,0,0,5
27307,6,5,6,2,6,0,0,0,0,5,0,3,2,3,0,0,0,0,5,6,2,2,0,0,0,0,1,5,2,1,0,0,7
27308,0,0,0,0,5,2,0,0,0,0,5,5,2,1,0,0,0,0,3,5,2,0,0,0,0,0,0,5,0,0,0,0,1
27309,0,0,6,4,6,0,0,0,1,6,1,3,3,2,6,0,0,0,0,4,2,3,0,0,0,0,2,5,1,0,0,0,3
27310,5,5,5,2,5,0,0,0,0,5,2,3,3,1,0,0,0,0,0,4,2,3,3,0,0,6,1,3,1,2,0,0,3
27311,0,0,5,4,4,2,5,0,0,0,1,5,3,2,0,0,6,6,4,3,2,1,0,0,0,5,1,2,0,0,0,0,8
27312,0,0,0,0,4,3,3,0,0,0,3,3,1,3,4,0,4,5,3,2,3,3,0,0,0,5,0,2,0,0,0,0,0
27313,0,0,6,5,5,3,6,0,2,5,2,3,2,2,0,0,0,0,2,4,2,3,4,0,0,0,1,4,0,2,0,0,3
27314,0,0,5,3,0,0,0,0,3,6,2,1,5,3,6,0,0,6,2,3,2,2,2,1,0,0,0,0,0,0,0,0,6
27315,0,0,6,6,4,3,3,0,0,0,3,3,0,0,0,0,0,0,2,2,2,3,2,0,0,0,0,4,0,1,0,0,6
27316,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0,0,0,0,5,5,2,0,0,0,0,0,2,4,0,0,0,0,7
27317,0,0,0,0,4,2,0,0,0,0,6,4,3,2,0,0,2,5,2,2,3,1,0,0,0,0,0,0,0,2,0,0,2
27318,5,5,4,3,5,0,0,0,2,5,4,3,3,1,5,0,0,5,2,2,2,4,3,0,0,0,0,4,0,2,0,0,3
27319,0,0,0,0,0,0,0,0,4,5,2,2,3,3,1,0,0,6,4,5,1,1,0,0,0,0,2,2,0,0,0,0,7
27320,0,0,0,0,6,3,0,0,0,0,4,4,2,2,1,0,0,0,1,4,2,1,0,0,1,5,1,2,0,0,0,0,5
27321,0,0,5,4,5,2,6,0,0,0,3,2,3,3,3,0,0,0,2,1,4,4,1,0,0,0,1,3,0,1,0,0,8
